sample	assembly	stage	descriptive_name
GSM2333402	ce11	7.3_hpf	ZALTS_7.3_hpf_rep19
GSM2333403	ce11	10.8_hpf	ZALTS_10.8_hpf_rep19
GSM2333404	ce11	13.8_hpf	ZALTS_13.8_hpf_rep19
GSM2333405	ce11	0_hpf	ZALTS_0_hpf_rep20
GSM2333406	ce11	1_hpf	ZALTS_1_hpf_rep20
GSM2333407	ce11	3_hpf	ZALTS_3_hpf_rep20
GSM2333408	ce11	4.5_hpf	ZALTS_4.5_hpf_rep20
GSM2333409	ce11	7.3_hpf	ZALTS_7.3_hpf_rep20
GSM2333410	ce11	10.8_hpf	ZALTS_10.8_hpf_rep20
GSM2333411	ce11	13.8_hpf	ZALTS_13.8_hpf_rep20
GSM2333412	ce11	0_hpf	ZALTS_0_hpf_rep21
GSM2333413	ce11	0_hpf	ZALTS_0_hpf_rep22
GSM2333414	ce11	0_hpf	ZALTS_0_hpf_rep23
GSM2333415	ce11	1_hpf	ZALTS_1_hpf_rep21
GSM2333416	ce11	1_hpf	ZALTS_1_hpf_rep22
GSM2333417	ce11	1_hpf	ZALTS_1_hpf_rep23
GSM2333418	ce11	3_hpf	ZALTS_3_hpf_rep21
GSM2333419	ce11	3_hpf	ZALTS_3_hpf_rep22
GSM2333420	ce11	3_hpf	ZALTS_3_hpf_rep23
GSM2333421	ce11	4.5_hpf	ZALTS_4.5_hpf_rep21
GSM2333422	ce11	4.5_hpf	ZALTS_4.5_hpf_rep22
GSM2333423	ce11	4.5_hpf	ZALTS_4.5_hpf_rep23
GSM2333424	ce11	7.3_hpf	ZALTS_7.3_hpf_rep21
GSM2333425	ce11	7.3_hpf	ZALTS_7.3_hpf_rep22
GSM2333426	ce11	7.3_hpf	ZALTS_7.3_hpf_rep23
GSM2333427	ce11	10.8_hpf	ZALTS_10.8_hpf_rep21
GSM2333428	ce11	10.8_hpf	ZALTS_10.8_hpf_rep22
GSM2333429	ce11	10.8_hpf	ZALTS_10.8_hpf_rep23
GSM2333430	ce11	13.8_hpf	ZALTS_13.8_hpf_rep21
GSM2333431	ce11	13.8_hpf	ZALTS_13.8_hpf_rep22
GSM2333432	ce11	13.8_hpf	ZALTS_13.8_hpf_rep23
DRR032791	GRCm38.p6	2cell	EXPANDE_2cell_rep1
DRR032792	GRCm38.p6	2cell	EXPANDE_2cell_rep2
DRR032793	GRCm38.p6	8cell	EXPANDE_8cell_rep1
DRR032794	GRCm38.p6	8cell	EXPANDE_8cell_rep2
DRR032828	GRCm38.p6	morula	EXPANDE_morula_rep1
DRR032829	GRCm38.p6	morula	EXPANDE_morula_rep2
DRR032826	GRCm38.p6	blastocyst	EXPANDE_blastocyst_rep1
DRR032827	GRCm38.p6	blastocyst	EXPANDE_blastocyst_rep2
DRR032817	GRCm38.p6	E7.5	EXPANDE_E7.5_rep1
DRR032818	GRCm38.p6	E7.5	EXPANDE_E7.5_rep2
DRR032819	GRCm38.p6	E8.5	EXPANDE_E8.5_rep1
DRR032820	GRCm38.p6	E8.5	EXPANDE_E8.5_rep2
DRR032821	GRCm38.p6	E8.5	EXPANDE_E8.5_rep3
DRR032822	GRCm38.p6	E9.0	EXPANDE_E9.0_rep1
DRR032823	GRCm38.p6	E9.0	EXPANDE_E9.0_rep2
DRR032824	GRCm38.p6	E9.5	EXPANDE_E9.5_rep1
DRR032825	GRCm38.p6	E9.5	EXPANDE_E9.5_rep2
DRR032795	GRCm38.p6	E10.5	EXPANDE_E10.5_rep1
DRR032796	GRCm38.p6	E10.5	EXPANDE_E10.5_rep2
DRR032797	GRCm38.p6	E10.5	EXPANDE_E10.5_rep3
DRR032798	GRCm38.p6	E11.5	EXPANDE_E11.5_rep1
DRR032799	GRCm38.p6	E11.5	EXPANDE_E11.5_rep2
DRR032800	GRCm38.p6	E11.5	EXPANDE_E11.5_rep3
DRR032801	GRCm38.p6	E12.5	EXPANDE_E12.5_rep1
DRR032802	GRCm38.p6	E12.5	EXPANDE_E12.5_rep2
DRR032803	GRCm38.p6	E12.5	EXPANDE_E12.5_rep3
DRR032804	GRCm38.p6	E13.5	EXPANDE_E13.5_rep1
DRR032805	GRCm38.p6	E13.5	EXPANDE_E13.5_rep2
DRR032806	GRCm38.p6	E14.5	EXPANDE_E14.5_rep1
DRR032807	GRCm38.p6	E14.5	EXPANDE_E14.5_rep2
DRR032808	GRCm38.p6	E15.5	EXPANDE_E15.5_rep1
DRR032809	GRCm38.p6	E15.5	EXPANDE_E15.5_rep2
DRR032810	GRCm38.p6	E16.5	EXPANDE_E16.5_rep1
DRR032811	GRCm38.p6	E16.5	EXPANDE_E16.5_rep2
DRR032812	GRCm38.p6	E16.5	EXPANDE_E16.5_rep3
DRR032813	GRCm38.p6	E17.5	EXPANDE_E17.5_rep1
DRR032814	GRCm38.p6	E17.5	EXPANDE_E17.5_rep2
DRR032815	GRCm38.p6	E18.5	EXPANDE_E18.5_rep1
DRR032816	GRCm38.p6	E18.5	EXPANDE_E18.5_rep2
GSM2837551	BraLan3	Eggs	MARLETAZ_eggs_rep1
GSM2837552	BraLan3	Eggs	MARLETAZ_eggs_rep2
GSM2837532	BraLan3	32cells	MARLETAZ_32cells_rep1
GSM2837533	BraLan3	32cells	MARLETAZ_32cells_rep2
GSM2837534	BraLan3	32cells	MARLETAZ_32cells_rep3
GSM2837535	BraLan3	32cells	MARLETAZ_32cells_rep4
GSM2837536	BraLan3	32cells	MARLETAZ_32cells_rep5
GSM2837548	BraLan3	Blastula	MARLETAZ_Blastula_rep1
GSM2837549	BraLan3	Blastula	MARLETAZ_Blastula_rep2
GSM2837544	BraLan3	7hpf	MARLETAZ_7hpf_rep1
GSM2837545	BraLan3	7hpf	MARLETAZ_7hpf_rep2
GSM2837546	BraLan3	8hpf	MARLETAZ_8hpf_rep1
GSM2837547	BraLan3	8hpf	MARLETAZ_8hpf_rep2
GSM2837516	BraLan3	10hpf	MARLETAZ_10hpf_rep1
GSM2837517	BraLan3	10hpf	MARLETAZ_10hpf_rep2
GSM2837520	BraLan3	15hpf	MARLETAZ_15hpf_rep1
GSM2837521	BraLan3	15hpf	MARLETAZ_15hpf_rep2
GSM2837522	BraLan3	15hpf	MARLETAZ_15hpf_rep3
GSM2837523	BraLan3	15hpf	MARLETAZ_15hpf_rep4
GSM2837524	BraLan3	18hpf	MARLETAZ_18hpf_rep1
GSM2837525	BraLan3	18hpf	MARLETAZ_18hpf_rep2
GSM2837526	BraLan3	21hpf	MARLETAZ_21hpf_rep1
GSM2837527	BraLan3	21hpf	MARLETAZ_21hpf_rep2
GSM2837528	BraLan3	24hpf	MARLETAZ_24hpf_rep1
GSM2837529	BraLan3	24hpf	MARLETAZ_24hpf_rep2
GSM2837530	BraLan3	27hpf	MARLETAZ_27hpf_rep1
GSM2837531	BraLan3	27hpf	MARLETAZ_27hpf_rep2
GSM2837537	BraLan3	36hpf	MARLETAZ_36hpf_rep1
GSM2837538	BraLan3	36hpf	MARLETAZ_36hpf_rep2
GSM2837539	BraLan3	36hpf	MARLETAZ_36hpf_rep3
GSM2837540	BraLan3	50hpf	MARLETAZ_50hpf_rep1
GSM2837541	BraLan3	50hpf	MARLETAZ_50hpf_rep2
GSM2837542	BraLan3	60hpf	MARLETAZ_60hpf_rep1
GSM2837543	BraLan3	60hpf	MARLETAZ_60hpf_rep2
GSM2837567	BraLan3	Premet	MARLETAZ_Premet_rep1
