sample	assembly	stage	hpf	technical_replicates	descriptive_name
GSM1606364	UCB_Xtro_10.0	21-23hpf	22.5		ClutchB_polyA_22.5_hpf
GSM1606221	UCB_Xtro_10.0	21-23hpf	23		ClutchA_polyA_23_hpf
GSM1606312	UCB_Xtro_10.0	21-23hpf	23		ClutchA_ribozero_23_hpf
GSM1606365	UCB_Xtro_10.0	21-23hpf	23		ClutchB_polyA_23_hpf
GSM1606222	UCB_Xtro_10.0	21-23hpf	23.5		ClutchA_polyA_23.5_hpf
GSM1606313	UCB_Xtro_10.0	21-23hpf	23.5		ClutchA_ribozero_23.5_hpf
GSM1606366	UCB_Xtro_10.0	21-23hpf	23.5		ClutchB_polyA_23.5_hpf
GSM1606223	UCB_Xtro_10.0	24-26hpf	24		ClutchA_polyA_24_hpf
GSM1606367	UCB_Xtro_10.0	24-26hpf	24		ClutchB_polyA_24_hpf
GSM1606224	UCB_Xtro_10.0	24-26hpf	25		ClutchA_polyA_25_hpf
GSM1606225	UCB_Xtro_10.0	24-26hpf	26		ClutchA_polyA_26_hpf
GSM1606226	UCB_Xtro_10.0	27-29hpf	27		ClutchA_polyA_27_hpf
GSM1606227	UCB_Xtro_10.0	27-29hpf	28		ClutchA_polyA_28_hpf
GSM1606228	UCB_Xtro_10.0	27-29hpf	29		ClutchA_polyA_29_hpf
GSM1606229	UCB_Xtro_10.0	30-32hpf	30		ClutchA_polyA_30_hpf
GSM1606267	UCB_Xtro_10.0	30-32hpf	30		ClutchA_polyA_30_hpf_repeat
GSM1606230	UCB_Xtro_10.0	30-32hpf	31		ClutchA_polyA_31_hpf
GSM1606231	UCB_Xtro_10.0	30-32hpf	32		ClutchA_polyA_32_hpf
GSM1606232	UCB_Xtro_10.0	33-35hpf	33		ClutchA_polyA_33_hpf
GSM1606268	UCB_Xtro_10.0	33-35hpf	33		ClutchA_polyA_33_hpf_repeat
GSM1606233	UCB_Xtro_10.0	33-35hpf	34		ClutchA_polyA_34_hpf
GSM1606234	UCB_Xtro_10.0	33-35hpf	35		ClutchA_polyA_35_hpf
GSM1606235	UCB_Xtro_10.0	36-38hpf	36		ClutchA_polyA_36_hpf
GSM1606236	UCB_Xtro_10.0	36-38hpf	37		ClutchA_polyA_37_hpf
GSM1606237	UCB_Xtro_10.0	36-38hpf	38		ClutchA_polyA_38_hpf
GSM1606238	UCB_Xtro_10.0	39-41hpf	39		ClutchA_polyA_39_hpf
GSM1606239	UCB_Xtro_10.0	39-41hpf	40		ClutchA_polyA_40_hpf
GSM1606240	UCB_Xtro_10.0	39-41hpf	41		ClutchA_polyA_41_hpf
GSM1606241	UCB_Xtro_10.0	42-44hpf	42		ClutchA_polyA_42_hpf
GSM1606242	UCB_Xtro_10.0	42-44hpf	44		ClutchA_polyA_44_hpf
GSM1606243	UCB_Xtro_10.0	45-47hpf	45		ClutchA_polyA_45_hpf
GSM1606244	UCB_Xtro_10.0	45-47hpf	46		ClutchA_polyA_46_hpf
GSM1606245	UCB_Xtro_10.0	45-47hpf	47		ClutchA_polyA_47_hpf
GSM1606246	UCB_Xtro_10.0	48-50hpf	48		ClutchA_polyA_48_hpf
GSM1606247	UCB_Xtro_10.0	48-50hpf	49		ClutchA_polyA_49_hpf
GSM1606248	UCB_Xtro_10.0	48-50hpf	50		ClutchA_polyA_50_hpf
GSM1606249	UCB_Xtro_10.0	51-53hpf	51		ClutchA_polyA_51_hpf
GSM1606250	UCB_Xtro_10.0	51-53hpf	52		ClutchA_polyA_52_hpf
GSM1606269	UCB_Xtro_10.0	51-53hpf	52		ClutchA_polyA_52_hpf_repeat
GSM1606251	UCB_Xtro_10.0	51-53hpf	53		ClutchA_polyA_53_hpf
GSM1606252	UCB_Xtro_10.0	54-56hpf	54		ClutchA_polyA_54_hpf
GSM1606253	UCB_Xtro_10.0	54-56hpf	55		ClutchA_polyA_55_hpf
GSM1606254	UCB_Xtro_10.0	54-56hpf	56		ClutchA_polyA_56_hpf
GSM1606255	UCB_Xtro_10.0	57-59hpf	57		ClutchA_polyA_57_hpf
GSM1606256	UCB_Xtro_10.0	57-59hpf	58		ClutchA_polyA_58_hpf
GSM1606257	UCB_Xtro_10.0	57-59hpf	59		ClutchA_polyA_59_hpf
GSM1606258	UCB_Xtro_10.0	60-62hpf	60		ClutchA_polyA_60_hpf
GSM1606259	UCB_Xtro_10.0	60-62hpf	61		ClutchA_polyA_61_hpf
GSM1606260	UCB_Xtro_10.0	60-62hpf	62		ClutchA_polyA_62_hpf
GSM1606261	UCB_Xtro_10.0	63-66hpf	63		ClutchA_polyA_63_hpf
GSM1606262	UCB_Xtro_10.0	63-66hpf	64		ClutchA_polyA_64_hpf
GSM1606270	UCB_Xtro_10.0	63-66hpf	64		ClutchA_polyA_64_hpf_repeat
GSM1606263	UCB_Xtro_10.0	63-66hpf	65		ClutchA_polyA_65_hpf
GSM1606264	UCB_Xtro_10.0	63-66hpf	66		ClutchA_polyA_66_hpf
SRR1169648	Zm-B73-REFERENCE-NAM-5.0	0-DAP			0-DAP
SRR1169649	Zm-B73-REFERENCE-NAM-5.0	2-DAP			2-DAP
SRR1169650	Zm-B73-REFERENCE-NAM-5.0	3-DAP			3-DAP
SRR1169651	Zm-B73-REFERENCE-NAM-5.0	4-DAP			4-DAP_rep1
SRR1169652	Zm-B73-REFERENCE-NAM-5.0	4-DAP			4-DAP_rep2
SRR1170952	Zm-B73-REFERENCE-NAM-5.0	6-DAP			6-DAP
SRR1169653	Zm-B73-REFERENCE-NAM-5.0	8-DAP			8-DAP
SRR1169654	Zm-B73-REFERENCE-NAM-5.0	10-DAP			10-DAP
SRR1169655	Zm-B73-REFERENCE-NAM-5.0	12-DAP			12-DAP
SRR1522119	Zm-B73-REFERENCE-NAM-5.0	14-DAP			14-DAP_rep1
SRR1522125	Zm-B73-REFERENCE-NAM-5.0	14-DAP			14-DAP_rep2
SRR1170937	Zm-B73-REFERENCE-NAM-5.0	16-DAP			16-DAP_rep1
SRR1170938	Zm-B73-REFERENCE-NAM-5.0	16-DAP			16-DAP_rep2
SRR1170939	Zm-B73-REFERENCE-NAM-5.0	18-DAP			18-DAP_rep1
SRR1170940	Zm-B73-REFERENCE-NAM-5.0	18-DAP			18-DAP_rep2
SRR1170941	Zm-B73-REFERENCE-NAM-5.0	20-DAP			20-DAP_rep1
SRR1170942	Zm-B73-REFERENCE-NAM-5.0	20-DAP			20-DAP_rep2
SRR1170943	Zm-B73-REFERENCE-NAM-5.0	22-DAP			22-DAP
SRR1170944	Zm-B73-REFERENCE-NAM-5.0	24-DAP			24-DAP_rep1
SRR1170945	Zm-B73-REFERENCE-NAM-5.0	24-DAP			24-DAP_rep2
SRR1170953	Zm-B73-REFERENCE-NAM-5.0	26-DAP			26-DAP_rep1
SRR1170954	Zm-B73-REFERENCE-NAM-5.0	26-DAP			26-DAP_rep2
SRR1170946	Zm-B73-REFERENCE-NAM-5.0	28-DAP			28-DAP
SRR1170947	Zm-B73-REFERENCE-NAM-5.0	30-DAP			30-DAP
SRR1170948	Zm-B73-REFERENCE-NAM-5.0	32-DAP			32-DAP
SRR1170949	Zm-B73-REFERENCE-NAM-5.0	34-DAP			34-DAP
SRR1170950	Zm-B73-REFERENCE-NAM-5.0	36-DAP			36-DAP
SRR1170951	Zm-B73-REFERENCE-NAM-5.0	38-DAP			38-DAP
SRR800037	GRCz11	Eggs			Eggs_rep1
SRR800038	GRCz11	Eggs			Eggs_rep2
SRR748489	GRCz11	Eggs			Eggs_rep3
SRR1524247	GRCz11	Eggs			Eggs_rep4
SRR372787	GRCz11	2-4cells			2-4cells_rep1
SRR372788	GRCz11	2-4cells			2-4cells_rep2
GSM2837572	GRCz11	2hpf			2hpf_rep1
SRR372789	GRCz11	1Kcells			1Kcells_rep1
SRR372790	GRCz11	1Kcells			1Kcells_rep2
SRR372791	GRCz11	Dome			Dome_rep1
SRR372792	GRCz11	Dome			Dome_rep2
SRR372793	GRCz11	Shield			Shield_rep1
SRR372794	GRCz11	Shield			Shield_rep2
SRR372795	GRCz11	Shield			Shield_rep3
GSM2837578	GRCz11	8hpf			8hpf__rep1
SRR372796	GRCz11	Bud			Bud_rep1
SRR372797	GRCz11	Bud			Bud_rep2
GSM2837568	GRCz11	12hpf			12hpf_rep1
GSM2837569	GRCz11	16hpf			16hpf_rep1
GSM2837570	GRCz11	20hpf			20hpf_rep1
GSM2837571	GRCz11	26hpf			26hpf_rep1
SRR372798	GRCz11	28hpf			28hpf_rep1
SRR372799	GRCz11	28hpf			28hpf_rep2
SRR372800	GRCz11	48hpf			48hpf_rep1
SRR372801	GRCz11	48hpf			48hpf_rep2
SRR519720	GRCz11	48hpf			48hpf_rep3
SRR519721	GRCz11	48hpf			48hpf_rep4
SRR2013982	GRCz11	48hpf			48hpf_rep5
SRR2013983	GRCz11	48hpf			48hpf_rep6
SRR2013984	GRCz11	48hpf			48hpf_rep7
ERR022487	GRCz11	48hpf			48hpf_rep8
ERR003998	GRCz11	48hpf			48hpf_rep9
SRR1524246	GRCz11	48hpf			48hpf_rep10
GSM2837575	GRCz11	48hpf			48hpf_rep11
GSM2837577	GRCz11	72hpf			72hpf_rep1
SRR372802	GRCz11	120hpf			120hpf_rep1
SRR372803	GRCz11	120hpf			120hpf_rep2
ERR022482	GRCz11	120hpf			120hpf_rep3
ERR022483	GRCz11	120hpf			120hpf_rep4
SRR1291414	GRCz11	120hpf			120hpf_rep5
SRR1291415	GRCz11	120hpf			120hpf_rep6
SRR1291416	GRCz11	120hpf			120hpf_rep7
SRR630464	GRCz11	120hpf			120hpf_rep8
SRR630466	GRCz11	120hpf			120hpf_rep9
SRR630468	GRCz11	120hpf			120hpf_rep10
SRR630470	GRCz11	120hpf			120hpf_rep11
SRR519736	GRCz11	7dpf			7dpf_rep1
SRR519733	GRCz11	7dpf			7dpf_rep2
SRR519734	GRCz11	7dpf			7dpf_rep3
GSM2837551	BraLan3	Eggs			eggs_rep1
GSM2837552	BraLan3	Eggs			eggs_rep2
GSM2837532	BraLan3	32cells			32cells_rep1
GSM2837533	BraLan3	32cells			32cells_rep2
GSM2837534	BraLan3	32cells			32cells_rep3
GSM2837535	BraLan3	32cells			32cells_rep4
GSM2837536	BraLan3	32cells			32cells_rep5
GSM2837548	BraLan3	Blastula			Blastula_rep1
GSM2837549	BraLan3	Blastula			Blastula_rep2
GSM2837544	BraLan3	7hpf			7hpf_rep1
GSM2837545	BraLan3	7hpf			7hpf_rep2
GSM2837546	BraLan3	8hpf			8hpf_rep1
GSM2837547	BraLan3	8hpf			8hpf_rep2
GSM2837516	BraLan3	10hpf			10hpf_rep1
GSM2837517	BraLan3	10hpf			10hpf_rep2
GSM2837520	BraLan3	15hpf			15hpf_rep1
GSM2837521	BraLan3	15hpf			15hpf_rep2
GSM2837522	BraLan3	15hpf			15hpf_rep3
GSM2837523	BraLan3	15hpf			15hpf_rep4
GSM2837524	BraLan3	18hpf			18hpf_rep1
GSM2837525	BraLan3	18hpf			18hpf_rep2
GSM2837526	BraLan3	21hpf			21hpf_rep1
GSM2837527	BraLan3	21hpf			21hpf_rep2
GSM2837528	BraLan3	24hpf			24hpf_rep1
GSM2837529	BraLan3	24hpf			24hpf_rep2
GSM2837530	BraLan3	27hpf			27hpf_rep1
GSM2837531	BraLan3	27hpf			27hpf_rep2
GSM2837537	BraLan3	36hpf			36hpf_rep1
GSM2837538	BraLan3	36hpf			36hpf_rep2
GSM2837539	BraLan3	36hpf			36hpf_rep3
GSM2837540	BraLan3	50hpf			50hpf_rep1
GSM2837541	BraLan3	50hpf			50hpf_rep2
GSM2837542	BraLan3	60hpf			60hpf_rep1
GSM2837543	BraLan3	60hpf			60hpf_rep2
GSM2837567	BraLan3	Premet			Premet_rep1
